city,exp,year,country,adult_population,t2m_mean_corrected,osa_person_days_corrected,yld_diff_mean_corrected,yld_diff_max_corrected,yld_diff_min_corrected,yll_diff_corrected,yll_diff_min_corrected,yll_diff_max_corrected,money_cost_corrected,money_cost_min_corrected,money_cost_max_corrected,population_adult
Dublin,ssp126,2095,Ireland,3862133.0,10.703242504270216,12846705.194854902,2815.716207091628,2726.1560348917956,2905.2763792914598,48.63943811060777,50.70222007322989,46.57665614798566,593980747.2832018,296990373.6416009,890971120.9248028,3862133.0
Dublin,ssp126,2096,Ireland,3862133.0,10.810285367821606,13577106.009842664,2975.804056951959,2946.276828449751,3005.331285454167,51.40483863141651,52.08492033363426,50.72475692919876,627751586.9905239,313875793.49526197,941627380.485786,3862133.0
Dublin,ssp126,2097,Ireland,3862133.0,10.838049958676969,13544101.702408832,2968.5702361445437,2936.3303248395555,3000.8101474495325,51.27987966766184,52.022440851756926,50.53731848356674,626225598.5837095,313112799.29185474,939338397.8755642,3862133.0
Dublin,ssp126,2098,Ireland,3862133.0,10.835430334787514,14273768.917153565,3128.497296910513,3156.230033392763,3100.7645604282634,54.04250267446385,53.40375235515793,54.681252993769775,659962519.5224484,329981259.7612242,989943779.2836726,3862133.0
Helsinki,ssp126,2024,Finland,4453441.0,6.647286971146658,14641322.528858976,3209.0569926259877,3145.9871846736296,3272.126800578346,60.8085764093228,62.40206020422149,59.21509261442412,351549209.8614541,175774604.93072706,527323814.7921812,4453441.0
Helsinki,ssp126,2025,Finland,4453441.0,6.949650143026824,17293944.928371992,3790.4536829302106,3945.407633841936,3635.4997320184852,71.82549045844304,67.91051722878161,75.74046368810447,415240676.7198413,207620338.35992065,622861015.079762,4453441.0
Helsinki,ssp126,2026,Finland,4453441.0,6.442985651369845,15390028.446260834,3373.156919727765,3371.624584438573,3374.689255016957,63.9181138774518,63.956828938285994,63.879398816617595,369526204.3004792,184763102.1502396,554289306.4507188,4453441.0
Helsinki,ssp126,2027,Finland,4453441.0,6.626499996723002,17077830.884360258,3743.0862212290085,3880.2773740027833,3605.895068455234,70.92792213204945,67.46173306558482,74.39411119851407,410051615.3312575,205025807.66562876,615077422.9968863,4453441.0
Helsinki,ssp126,2028,Finland,4453441.0,6.689905565758785,17053249.368326806,3737.6984916874294,3872.8692458831115,3602.527737491747,70.82582978396877,67.41068689154449,74.24097267639307,409461394.5693198,204730697.2846599,614192091.8539797,4453441.0
Helsinki,ssp126,2029,Finland,4453441.0,6.763243507481327,16111441.578399215,3531.2748664978208,3589.0367612474,3473.512971748242,66.9142985104905,65.45492125480534,68.37367576617565,386847878.3560222,193423939.1780111,580271817.5340333,4453441.0
Helsinki,ssp126,2030,Finland,4453441.0,6.6410145303687855,15469106.861106457,3390.4891750363945,3395.456435487939,3385.5219145848505,64.24654362291984,64.12104381102002,64.37204343481966,371424936.7545512,185712468.3772756,557137405.1318268,4453441.0
Helsinki,ssp126,2031,Finland,4453441.0,6.3801904577916995,16050994.859728232,3518.0262706247286,3570.819941921898,3465.232599327559,66.6632502254908,65.3293971123055,67.9971033386761,385396506.99625456,192698253.49812728,578094760.4943819,4453441.0
Helsinki,ssp126,2032,Finland,4453441.0,6.557064416075379,18593552.255851258,4075.2991245695016,4337.070116095961,3813.528133043042,77.22304053080708,70.60929226496364,83.83678879665052,446445230.01105183,223222615.00552592,669667845.0165777,4453441.0
Helsinki,ssp126,2033,Finland,4453441.0,6.888460319507442,18526542.51559438,4060.61205821183,4316.875399854163,3804.348716569498,76.94473459891138,70.47013929901578,83.41932989880698,444836275.54714334,222418137.77357167,667254413.320715,4453441.0
Helsinki,ssp126,2034,Finland,4453441.0,6.5050428816119785,16413486.308766115,3597.4764512357715,3680.0639402620823,3514.8889622094607,68.16875554668714,66.08214977290366,70.2553613204706,394100200.4119038,197050100.2059519,591150300.6178557,4453441.0
Helsinki,ssp126,2035,Finland,4453441.0,6.79907674652605,16121409.513574095,3533.459619412863,3592.040796505583,3474.878442320143,66.95569749931343,65.4756207492168,68.43577424941004,387087216.0065502,193543608.0032751,580630824.0098252,4453441.0
Helsinki,ssp126,2036,Finland,4453441.0,6.664306208583587,16892650.63075632,3702.4987683843096,3824.469626341322,3580.5279104272972,70.15882852192107,67.07718626052063,73.24047078332151,405605297.6090637,202802648.80453184,608407946.4135956,4453441.0
Helsinki,ssp126,2037,Finland,4453441.0,6.833373542461906,18408575.397726756,4034.7562515559116,4281.323665702275,3788.1888374095483,76.45479166605797,70.22516783258908,82.68441549952684,442003795.9679071,221001897.98395354,663005693.9518607,4453441.0
Helsinki,ssp126,2038,Finland,4453441.0,6.703712108233975,17644251.448875256,3867.2331942733913,4050.9794619388094,3683.486926607973,73.28038913830768,68.63796656871394,77.92281170790142,423651800.8003009,211825900.40015045,635477701.2004514,4453441.0
Helsinki,ssp126,2039,Finland,4453441.0,6.895146152996657,17754269.368922286,3891.3467109960284,4084.1355474324355,3698.5578745596213,73.73731733481374,68.86643066696696,78.60820400266053,426293414.13727283,213146707.06863642,639440121.2059093,4453441.0
Helsinki,ssp126,2040,Finland,4453441.0,7.009621964937093,18699522.418031126,4098.525461485637,4369.006329355647,3828.0445936156266,77.66315751418222,70.8293507566512,84.49696427171321,448989653.6250935,224494826.81254676,673484480.4376403,4453441.0
Helsinki,ssp126,2041,Finland,4453441.0,7.120808138778276,18713693.165569015,4101.631378754216,4373.276965599943,3829.9857919084884,77.72201169096417,70.85877784504217,84.58524553688613,449329903.9740817,224664951.98704085,673994855.9611225,4453441.0
Helsinki,ssp126,2042,Finland,4453441.0,6.832105501409379,17606081.993264552,3858.8672861943332,4039.4763383301047,3678.258234058562,73.1218631408487,68.55870356998444,77.68502271171296,422735323.3485995,211367661.67429975,634102985.0228993,4453441.0
Helsinki,ssp126,2043,Finland,4453441.0,7.126212602743036,18399973.768440515,4032.8709629452287,4278.731393862586,3787.0105320278717,76.41906724084527,70.20730561998273,82.63082886170781,441797264.35348904,220898632.17674452,662695896.5302336,4453441.0
Helsinki,ssp126,2044,Finland,4453441.0,6.62948524880029,16811655.485464692,3684.7464077724458,3800.0601305000096,3569.4326850448824,69.82243818071092,66.90899108991556,72.73588527150629,403660543.0096231,201830271.50481156,605490814.5144347,4453441.0
Helsinki,ssp126,2045,Finland,4453441.0,6.7162596764306794,16636709.979844414,3646.402187362522,3747.336827436364,3545.4675472886797,69.09585169065778,66.54569784488898,71.64600553642657,399459969.3149716,199729984.6574858,599189953.9724574,4453441.0
Helsinki,ssp126,2046,Finland,4453441.0,6.970143661070815,19738006.354448568,4326.138379056583,4681.974091015698,3970.302667097468,81.97620571546534,72.98587485729277,90.96653657363792,473924437.1176261,236962218.55881304,710886655.676439,4453441.0
Helsinki,ssp126,2047,Finland,4453441.0,6.672009796512291,17548267.39112532,3846.195592574776,4022.0527596032134,3670.338425546339,72.88174660459802,68.43864530185911,77.32484790733696,421347151.094321,210673575.5471605,632020726.6414815,4453441.0
Helsinki,ssp126,2048,Finland,4453441.0,6.963035252335363,18055074.189404197,3957.2765346632964,4174.789054974929,3739.7640143516637,74.98662475731712,69.49108437821864,80.48216513641557,433515965.0205361,216757982.51026806,650273947.5308042,4453441.0
Helsinki,ssp126,2049,Finland,4453441.0,7.084441497284129,19746227.004632108,4327.94016539818,4684.451547235394,3971.4287835609666,82.01034785213605,73.00294592562813,91.01774977864397,474121821.13610345,237060910.56805173,711182731.7041552,4453441.0
Helsinki,ssp126,2050,Finland,4453441.0,6.677937050575421,17717942.775341175,3883.38471788236,4073.1878069011414,3693.5816288635788,73.58644514160076,68.79099457036048,78.38189571284104,425421185.1944824,212710592.5972412,638131777.7917236,4453441.0
Helsinki,ssp126,2051,Finland,4453441.0,6.710607105731365,15548745.892644312,3407.9443052364722,3419.457239513046,3396.4313709598987,64.57730173065835,64.28642286488926,64.86818059642742,373337130.0387361,186668565.01936805,560005695.0581042,4453441.0
Helsinki,ssp126,2052,Finland,4453441.0,7.172179103090345,19564956.62691519,4288.209671652007,4629.822118334406,3946.5972249696083,81.2574928014792,72.6265184002997,89.8884672026587,469769382.4863794,234884691.2431897,704654073.7295691,4453441.0
Helsinki,ssp126,2053,Finland,4453441.0,6.983423044587626,17409611.690829583,3815.805302098998,3980.2661101990184,3651.344493998977,72.3058795181785,68.15071175864935,76.46104727770765,418017923.02864015,209008961.51432008,627026884.5429602,4453441.0
Helsinki,ssp126,2054,Finland,4453441.0,7.156603720076661,19062015.39927591,4177.97597792285,4478.250789456814,3877.7011663888848,79.16866919896489,71.58210659904253,86.75523179888722,457693383.8301875,228846691.91509375,686540075.7452812,4453441.0
Helsinki,ssp126,2055,Finland,4453441.0,7.058006347949433,18918268.865477987,4146.469888323305,4434.929916257441,3858.0098603891693,78.57165878089656,71.28360139000839,85.85971617178474,454241921.007933,227120960.5039665,681362881.5118995,4453441.0
Helsinki,ssp126,2056,Finland,4453441.0,6.990887571866063,18731821.614163615,4105.604737350292,4378.740333669549,3832.4691410310365,77.79730305548226,70.89642352730124,84.69818258366331,449765181.7139775,224882590.85698876,674647772.5709662,4453441.0
Helsinki,ssp126,2057,Finland,4453441.0,6.992716335971956,18220535.936346434,3993.5421230341976,4224.654238984918,3762.430007083477,75.67382314816784,69.83468357364401,81.51296272269165,437488826.50795966,218744413.25397983,656233239.7619395,4453441.0
Helsinki,ssp126,2058,Finland,4453441.0,7.064601415334058,20394021.99199304,4469.922628381399,4879.67743383732,4060.1678229254776,84.70078042124825,74.34816221018423,95.05339863231228,489675867.94506603,244837933.97253302,734513801.9175991,4453441.0
Helsinki,ssp126,2059,Finland,4453441.0,7.193695342213827,20428522.660852928,4477.4844188164425,4890.074895685506,4064.8939419473804,84.84406915451703,74.41980657681862,95.26833173221544,490504255.0565092,245252127.5282546,735756382.5847638,4453441.0
Helsinki,ssp126,2060,Finland,4453441.0,6.966085980054861,18258680.277781636,4001.902526636434,4236.149793937993,3767.6552593348747,75.83224484102887,69.91389442007453,81.7505952619832,438404700.94934314,219202350.47467157,657607051.4240147,4453441.0
Helsinki,ssp126,2061,Finland,4453441.0,7.293697652035838,21307522.169658426,4670.141845403949,5154.978857243326,4185.304833564572,88.4947440638094,76.24514403146479,100.74434409615398,511609697.012327,255804848.5061635,767414545.5184906,4453441.0
Helsinki,ssp126,2062,Finland,4453441.0,6.848654493771559,18249696.5513191,3999.9334906994395,4233.442369524625,3766.424611874253,75.7949334836729,69.89523874139655,81.69462822594927,438188994.89319336,219094497.44659668,657283492.3397901,4453441.0
Helsinki,ssp126,2063,Finland,4453441.0,7.305000090464479,21280317.101697087,4664.179090782286,5146.780069638539,4181.578111926032,88.38175553763031,76.18864976837526,100.57486130688538,510956482.7875062,255478241.3937531,766434724.1812594,4453441.0
Helsinki,ssp126,2064,Finland,4453441.0,7.112118075363392,19671587.795847047,4311.580886760359,4661.95753910839,3961.2042344123283,81.70035508873696,72.84794954392858,90.55276063354533,472329677.3716752,236164838.6858376,708494516.0575128,4453441.0
Helsinki,ssp126,2065,Finland,4453441.0,7.206536189041894,19276633.024730034,4225.015457474439,4542.930073840251,3907.100841108628,80.06002257571706,72.02778328741863,88.09226186401551,462846515.0792287,231423257.53961435,694269772.6188431,4453441.0
Helsinki,ssp126,2066,Finland,4453441.0,7.117814515654766,19808639.006138798,4341.619508194168,4703.260643579877,3979.9783728084585,82.26955838144434,73.13255119028227,91.40656557260641,475620380.4207792,237810190.2103896,713430570.6311688,4453441.0
Helsinki,ssp126,2067,Finland,4453441.0,7.1139338721283965,19772242.494296268,4333.642190530051,4692.291831791717,3974.992549268386,82.11839580258254,73.05696990085137,91.1798217043137,474746472.68773544,237373236.34386772,712119709.0316031,4453441.0
Helsinki,ssp126,2068,Finland,4453441.0,7.186868430808777,20954832.968619477,4592.840102710481,5048.6889610398075,4136.9912443811545,87.02994959678978,75.51274679795497,98.54715239562455,503141362.9729977,251570681.48649886,754712044.4594966,4453441.0
Helsinki,ssp126,2069,Finland,4453441.0,7.357087703937718,19999647.124373145,4383.484301231832,4760.824734006666,4006.1438684569994,83.06285637276731,73.52920018594376,92.59651255959088,480206629.57348144,240103314.78674072,720309944.3602221,4453441.0
Helsinki,ssp126,2070,Finland,4453441.0,7.407489925513679,19978607.061003435,4378.872780493266,4754.4838929911375,4003.2616679953953,82.97547244289674,73.48550822100847,92.46543666478502,479701441.76421916,239850720.88210958,719552162.6463287,4453441.0
Helsinki,ssp126,2071,Finland,4453441.0,7.272595924136284,19751526.395877056,4329.101675808032,4686.048624048941,3972.1547275671237,82.03235736915929,73.01395068413973,91.05076405417883,474249063.52156675,237124531.76078337,711373595.2823501,4453441.0
Helsinki,ssp126,2072,Finland,4453441.0,7.3271468574808525,19614478.34997025,4299.063747938048,4644.746473227713,3953.381022648384,81.46316721882644,72.72935560897331,90.19697882867953,470958436.45173484,235479218.22586742,706437654.6776023,4453441.0
Helsinki,ssp126,2073,Finland,4453441.0,7.244192239267186,18783069.525141813,4116.837156194828,4394.184909580785,3839.489402808871,78.01014670429839,71.0028453517093,85.01744805688747,450995682.754845,225497841.3774225,676493524.1322675,4453441.0
Helsinki,ssp126,2074,Finland,4453441.0,7.223697108487806,21599423.791061845,4734.120282971822,5242.949208899152,4225.2913570444925,89.70707457658446,76.85130928785233,102.5628398653166,518618475.36273915,259309237.68136957,777927713.0441087,4453441.0
Helsinki,ssp126,2075,Finland,4453441.0,7.475520886198139,20274899.795794144,4443.813653872052,4843.777593886968,4043.8497138571365,84.20604019847605,74.10079209879811,94.31128829815397,486815654.06287426,243407827.03143713,730223481.0943114,4453441.0
