city,exp,year,country,adult_population,t2m_mean_corrected,osa_person_days_corrected,yld_diff_mean_corrected,yld_diff_max_corrected,yld_diff_min_corrected,yll_diff_corrected,yll_diff_min_corrected,yll_diff_max_corrected,money_cost_corrected,money_cost_min_corrected,money_cost_max_corrected,population_adult
Amsterdam,ssp245,2024,Netherlands,14327401.5,11.555757904552655,101655026.66982311,22280.553790649537,26610.033031035906,17951.07455026317,330.931946219023,245.19122932310808,416.6726631149381,2828096848.6534324,1414048424.3267162,4242145272.9801483,14327401.5
Amsterdam,ssp245,2025,Netherlands,14327401.5,11.371061120069653,92758959.78435183,20330.73091164213,23929.026572400726,16732.43525088354,301.97132494383607,230.71091868551457,373.2317312021575,2580603541.6483164,1290301770.8241582,3870905312.4724746,14327401.5
Amsterdam,ssp245,2026,Netherlands,14327401.5,11.650637381864712,104224708.72819239,22843.771776045545,27384.457760955418,18303.085791135672,339.2973946636177,249.3739535454054,429.22083578183003,2899586768.7231865,1449793384.3615932,4349380153.08478,14327401.5
Amsterdam,ssp245,2027,Netherlands,14327401.5,11.592594950414997,101691598.1454945,22288.569456550118,26621.054571649205,17956.08434145103,331.0510025019882,245.25075746459066,416.8512475393858,2829114286.536094,1414557143.268047,4243671429.804141,14327401.5
Amsterdam,ssp245,2028,Netherlands,14327401.5,11.572235188476016,101156018.83765277,22171.182210995765,26459.647109011967,17882.71731297956,329.3074556405586,244.3789840338759,414.2359272472414,2814214185.6524396,1407107092.8262198,4221321278.4786596,14327401.5
Amsterdam,ssp245,2029,Netherlands,14327401.5,11.566821112079417,100717345.33432648,22075.034593828357,26327.444135406786,17822.625052249932,327.8793799126164,243.66494616990477,412.09381365532806,2802010055.7339635,1401005027.8669817,4203015083.6009455,14327401.5
Amsterdam,ssp245,2030,Netherlands,14327401.5,11.476717211725179,97755263.76994106,21425.81123725073,25434.762020112554,17416.860454388916,318.2364980102244,238.8435052187088,397.6294908017401,2719603372.935086,1359801686.467543,4079405059.402629,14327401.5
Amsterdam,ssp245,2031,Netherlands,14327401.5,11.699489975259176,106784404.29111195,23404.80094052106,28155.872862109252,18653.72901893287,347.63033266103275,253.54042254411291,441.7202427779526,2970798859.1839604,1485399429.5919802,4456198288.775941,14327401.5
Amsterdam,ssp245,2032,Netherlands,14327401.5,11.572242104205143,101058308.78515103,22149.766309077575,26430.20024387446,17869.332374280693,328.98936632516666,244.21993937617987,413.75879327415345,2811495840.081006,1405747920.040503,4217243760.121509,14327401.5
Amsterdam,ssp245,2033,Netherlands,14327401.5,11.63242472896155,104374322.01999581,22876.563730413414,27429.546698211238,18323.58076261559,339.7844519145842,249.6174821708887,429.95142165827986,2903749089.986847,1451874544.9934235,4355623634.98027,14327401.5
Amsterdam,ssp245,2034,Netherlands,14327401.5,11.762949813486536,110054973.18176496,24121.63795765049,29141.523760662218,19101.752154638765,358.27747686711996,258.8639946471566,457.69095908708346,3061787823.2909775,1530893911.6454887,4592681734.936466,14327401.5
Amsterdam,ssp245,2035,Netherlands,14327401.5,11.86415532681186,115555304.264396,25327.1899757614,30799.157785564723,19855.222165958083,376.1834804328494,267.8169964300213,484.5499644356776,3214809956.1940694,1607404978.0970347,4822214934.291104,14327401.5
Amsterdam,ssp245,2036,Netherlands,14327401.5,11.85694254024268,116472639.60878974,25528.24977727236,31075.61501264229,19980.884541902433,379.169811564725,269.3101619959591,489.029461133491,3240330712.8317547,1620165356.4158773,4860496069.247632,14327401.5
