city,exp,year,country,adult_population,t2m_mean_corrected,osa_person_days_corrected,yld_diff_mean_corrected,yld_diff_max_corrected,yld_diff_min_corrected,yll_diff_corrected,yll_diff_min_corrected,yll_diff_max_corrected,money_cost_corrected,money_cost_min_corrected,money_cost_max_corrected,population_adult
Amsterdam,ssp370,2024,Netherlands,14327401.5,11.555757904552655,101655026.66982311,22280.553790649537,25936.593027314295,18624.51455398478,330.931946219023,258.5279900510163,403.3359023870298,2828096848.6534324,1414048424.3267162,4242145272.9801483,14327401.5
Amsterdam,ssp370,2025,Netherlands,14327401.5,11.53986567669249,100336857.59724042,21991.640021316343,25539.336594481152,18443.943448151535,326.64072451630875,256.3823791996591,396.8990698329585,2791424684.74489,1395712342.372445,4187137027.1173353,14327401.5
Amsterdam,ssp370,2026,Netherlands,14327401.5,11.485237413129532,97487166.58924747,21367.050211345286,24680.52560577095,18053.574816919623,317.36372344423137,251.74387866362042,382.9835682248423,2712144766.93506,1356072383.46753,4068217150.40259,14327401.5
Amsterdam,ssp370,2027,Netherlands,14327401.5,11.621319598700964,103109145.11474514,22599.264682687244,26374.82050386614,18823.70886150835,335.6657430884493,260.8948884857294,410.43659769116925,2868551196.3268566,1434275598.1634283,4302826794.490285,14327401.5
Amsterdam,ssp370,2028,Netherlands,14327401.5,11.592232756064373,102885138.64856847,22550.16737503208,26307.311705840293,18793.023044223868,334.9365032441839,260.5302685635967,409.3427379247712,2862319217.428953,1431159608.7144766,4293478826.1434298,14327401.5
Amsterdam,ssp370,2029,Netherlands,14327401.5,11.506982487967313,97921636.24936566,21462.276438220506,24811.461667724376,18113.091208716636,318.77811380844855,252.451073845729,385.10515377116815,2724231943.702093,1362115971.8510466,4086347915.5531397,14327401.5
Amsterdam,ssp370,2030,Netherlands,14327401.5,11.424504176424724,93949783.85093787,20591.733446784277,23614.46505449956,17569.001839068995,305.8479824871937,245.98600818510158,365.7099567892858,2613732899.834909,1306866449.9174545,3920599349.752363,14327401.5
Amsterdam,ssp370,2031,Netherlands,14327401.5,11.618011653559075,103879204.85023014,22768.044898683955,26606.89330086162,18929.19649650629,338.172627158203,262.14833052060624,414.1969237957999,2889974667.2809615,1444987333.6404808,4334962000.921442,14327401.5
Amsterdam,ssp370,2032,Netherlands,14327401.5,11.696177099407855,107738724.17646012,23613.966942789157,27770.03611150627,19457.89777407204,350.73706478555005,268.43054933427976,433.0435802368204,2997348545.399933,1498674272.6999664,4496022818.099899,14327401.5
Amsterdam,ssp370,2033,Netherlands,14327401.5,11.717029089310836,108122808.3941218,23698.149785016372,27885.78751956869,19510.51205046405,351.9874283123399,269.0557310976747,434.9191255270051,3008033972.389337,1504016986.1946685,4512050958.584005,14327401.5
Amsterdam,ssp370,2034,Netherlands,14327401.5,11.763684761231357,111599681.89966342,24460.204251984404,28933.61241164973,19986.79609231907,363.30618502944253,274.71510945622606,451.8972606026591,3104762440.486886,1552381220.243443,4657143660.7303295,14327401.5
Amsterdam,ssp370,2035,Netherlands,14327401.5,11.887549394490689,115691902.99818332,25357.129424262734,30166.88452353244,20547.37432499303,376.6281695574721,281.37610172024085,471.8802373947035,3218610205.5394235,1609305102.7697117,4827915308.309135,14327401.5
Amsterdam,ssp370,2036,Netherlands,14327401.5,11.834358848157459,115116738.41508389,25231.065953994366,29993.54725191343,20468.584656075298,374.7557551662036,280.43989452460653,469.07161580780064,3202608821.2674623,1601304410.6337311,4803913231.901194,14327401.5
