city,exp,year,country,adult_population,t2m_mean_corrected,osa_person_days_corrected,yld_diff_mean_corrected,yld_diff_max_corrected,yld_diff_min_corrected,yll_diff_corrected,yll_diff_min_corrected,yll_diff_max_corrected,money_cost_corrected,money_cost_min_corrected,money_cost_max_corrected,population_adult
Amsterdam,ssp126,2024,Netherlands,14327401.5,11.555757904552655,101655026.66982311,22280.553790649537,25938.473507111645,18622.63407418743,330.931946219023,258.4907491550607,403.37314328298544,2828096848.6534324,1414048424.3267162,4242145272.9801483,14327401.5
Amsterdam,ssp126,2025,Netherlands,14327401.5,11.813230709657581,112968018.07786053,24760.113551315273,29347.868178027027,20172.358924603515,367.76072278686684,276.9051374389826,458.6163081347511,3142830279.9261127,1571415139.9630563,4714245419.889169,14327401.5
Amsterdam,ssp126,2026,Netherlands,14327401.5,11.617984217026075,104321933.03203681,22865.081212504596,26742.19871216235,18987.963712846842,339.61390265289333,262.83172737199584,416.3960779337908,2902291600.508908,1451145800.254454,4353437400.763362,14327401.5
Amsterdam,ssp126,2027,Netherlands,14327401.5,11.567097327762925,101494857.18869805,22245.4481509509,25890.20325252601,18600.693049375783,330.4105239160634,258.2300380035809,402.59100982854596,2823640848.594612,1411820424.297306,4235461272.891918,14327401.5
Amsterdam,ssp126,2028,Netherlands,14327401.5,11.572623386749568,103274505.80530912,22635.508121714964,26426.535712326604,18844.480531103323,336.204065067688,261.12680857939324,411.2813215559829,2873151618.590224,1436575809.295112,4309727427.885336,14327401.5
Amsterdam,ssp126,2029,Netherlands,14327401.5,11.611944383695622,103706525.48587632,22730.19736677079,26556.733424278365,18903.661309263214,337.6104796679163,261.83001587950736,413.3909434563253,2885170635.6245375,1442585317.8122687,4327755953.436806,14327401.5
Amsterdam,ssp126,2030,Netherlands,14327401.5,11.585092569678554,102447108.90533307,22454.160855966787,26177.183221922867,18731.138490010715,333.51052323926456,259.78003766518145,407.2410088133477,2850132997.258219,1425066498.6291094,4275199495.887328,14327401.5
Amsterdam,ssp126,2031,Netherlands,14327401.5,11.496721723221313,98788679.3108003,21652.31327360344,25074.642796173262,18229.983751033622,321.60072137814836,253.82513673462338,389.3763060216734,2748353542.3088603,1374176771.1544302,4122530313.46329,14327401.5
Amsterdam,ssp126,2032,Netherlands,14327401.5,11.417845846365505,96609942.0467172,21174.78181846194,24418.037045353696,17931.526591570182,314.5079706630772,250.2787613770878,378.73717994906656,2687739914.1150527,1343869957.0575264,4031609871.172579,14327401.5
Amsterdam,ssp126,2033,Netherlands,14327401.5,11.693499437473303,108775429.1428538,23841.189949122017,28084.348225011305,19598.031673232734,354.11199668437234,270.08077438773535,438.1432189810092,3026190228.3396635,1513095114.1698318,4539285342.509495,14327401.5
Amsterdam,ssp126,2034,Netherlands,14327401.5,11.526342307589104,100936972.31429991,22123.172014096504,25722.073564351223,18524.270463841785,328.5943625977411,257.3219573444198,399.86676785106255,2808120194.9989843,1404060097.4994922,4212180292.4984765,14327401.5
Amsterdam,ssp126,2035,Netherlands,14327401.5,11.67975672068121,106090701.1150251,23252.756408776,27275.25210703553,19230.26071051647,345.37202286877437,265.7107874799364,425.0332582576125,2951499668.278587,1475749834.1392934,4427249502.41788,14327401.5
Amsterdam,ssp126,2036,Netherlands,14327401.5,11.624565878122471,105094335.50290322,23034.37490474929,26974.9775389988,19093.772270499776,342.12841335956455,264.08898272533145,420.16784399379765,2923780247.6059585,1461890123.8029792,4385670371.408937,14327401.5
Amsterdam,ssp126,2037,Netherlands,14327401.5,11.796746114154459,113646781.89431915,24908.883702867846,29552.427136411818,20265.340269323875,369.9703983746102,278.00997523285434,461.9308215163662,3161713849.909732,1580856924.954866,4742570774.864597,14327401.5
Amsterdam,ssp126,2038,Netherlands,14327401.5,11.827903586074394,114010408.20131043,24988.582619468674,29662.013146737954,20315.15209219939,371.15416237931527,278.60185723520686,463.7064675234238,3171830126.9555244,1585915063.4777622,4757745190.433287,14327401.5
Amsterdam,ssp126,2039,Netherlands,14327401.5,11.674570520664975,107102096.12246509,23474.43202684504,27580.05608188046,19368.80797180962,348.66455968837954,267.35705588973894,429.97206348702014,2979637214.713696,1489818607.356848,4469455822.070544,14327401.5
