xvar,est,lb,hb
-6.15,0.8469879948686891,0.8343837217540051,0.8597662211700219
-6.1,0.8472751600607906,0.8347358706143442,0.8599865362456479
-6.05,0.8475638920958022,0.8350895650582181,0.8602084505680874
-6.0,0.8478542025393923,0.8354448166459615,0.8604319756932133
-5.95,0.8481461029777906,0.8358016368904546,0.8606571232673154
-5.9,0.8484396050179678,0.8361600372580138,0.8608839050265064
-5.85,0.8487347202878188,0.836520029169288,0.8611123327961127
-5.8,0.8490314604363456,0.8368816240001528,0.8613424184900784
-5.75,0.8493298371338439,0.8372448330826038,0.8615741741103664
-5.7,0.8496298620720845,0.8376096677056556,0.8618076117463663
-5.65,0.8499315469645082,0.8379761391162419,0.8620427435743011
-5.6,0.8502349035464083,0.8383442585201127,0.8622795818566331
-5.55,0.8505399435751279,0.8387140370827361,0.8625181389414861
-5.5,0.850846678830246,0.8390854859302015,0.8627584272620493
-5.45,0.8511551211137736,0.8394586161501219,0.8630004593360026
-5.4,0.8514652822503517,0.8398334387925429,0.8632442477649326
-5.35,0.8517771740874404,0.840209964870845,0.8634898052337537
-5.3,0.852090808495526,0.8405882053626554,0.8637371445101325
-5.25,0.8524061973683124,0.8409681712107584,0.8639862784439143
-5.2,0.8527233526229269,0.8413498733240058,0.8642372199665476
-5.15,0.8530422862001201,0.8417333225782354,0.8644899820905149
-5.1,0.8533630100644707,0.8421185298171819,0.864744577908764
-5.05,0.853685536204592,0.8425055058534033,0.8650010205941382
-5.0,0.8540098766333364,0.8428942614691961,0.8652593233988118
-4.95,0.8543360433880038,0.8432848074175224,0.8655194996537214
-4.9,0.8546640485305546,0.8436771544229364,0.8657815627680034
-4.85,0.8549939041478161,0.8440713131825178,0.8660455262284307
-4.8,0.8553256223516995,0.8444672943668,0.866311403598846
-4.75,0.8556592152794122,0.8448651086207141,0.8665792085196005
-4.7,0.8559946950936744,0.8452647665645248,0.8668489547069906
-4.65,0.8563320739829358,0.8456662787947755,0.8671206559526972
-4.6,0.856671364161595,0.8460696558852424,0.8673943261232148
-4.55,0.8570125778702202,0.8464749083878879,0.867669979159291
-4.5,0.8573557273757683,0.8468820468338144,0.8679476290753639
-4.45,0.8577008249718139,0.8472910817342365,0.8682272899589883
-4.4,0.8580478829787707,0.8477020235814448,0.8685089759702697
-4.35,0.8583969137441166,0.8481148828497874,0.8687927013412955
-4.3,0.8587479296426264,0.8485296699966484,0.8690784803755571
-4.25,0.8591009430765982,0.8489463954634404,0.8693663274473798
-4.2,0.8594559664760862,0.8493650696765979,0.869656257001336
-4.15,0.8598130122991321,0.8497857030485835,0.8699482835516685
-4.1,0.8601720930320015,0.8502083059788985,0.8702424216817038
-4.05,0.8605332211894188,0.8506328888551037,0.8705386860432548
-4.0,0.8608964093148052,0.8510594620538495,0.8708370913560325
-3.95,0.8612616699805191,0.8514880359419097,0.8711376524070389
-3.9,0.8616290157880928,0.8519186208772377,0.8714403840499642
-3.85,0.8619984593684831,0.8523512272100167,0.8717453012045712
-3.8,0.8623700133823045,0.8527858652837358,0.8720524188560765
-3.75,0.8627436905200863,0.8532225454362656,0.8723617520545217
-3.7,0.8631195035025117,0.8536612780009537,0.8726733159141403
-3.65,0.8634974650806695,0.8541020733077296,0.8729871256127113
-3.6,0.8638775880363081,0.8545449416842231,0.873303196390912
-3.55,0.8642598851820806,0.8549898934568929,0.8736215435516509
-3.5,0.864644369361806,0.8554369389521802,0.8739421824593957
-3.45,0.8650310534507221,0.8558860884976609,0.874265128539495
-3.4,0.8654199503557409,0.8563373524232305,0.8745903972774774
-3.35,0.8658110730157106,0.8567907410622932,0.8749180042183503
-3.3,0.8662044344016752,0.8572462647529717,0.8752479649658762
-3.25,0.8666000475171348,0.8577039338393375,0.8755802951818455
-3.2,0.8669979253983153,0.8581637586726564,0.8759150105853221
-3.15,0.8673980811144277,0.8586257496126553,0.8762521269518844
-3.1,0.86780052776794,0.8590899170288044,0.8765916601128495
-3.05,0.868205278494845,0.8595562713016284,0.8769336259544765
-3.0,0.8686123464649318,0.8600248228240311,0.8772780404171544
-2.95,0.869021744882055,0.8604955820026498,0.8776249194945731
-2.9,0.869433486984417,0.8609685592592237,0.8779742792328744
-2.85,0.8698475860448366,0.8614437650319979,0.878326135729782
-2.8,0.8702640553710309,0.8619212097771421,0.8786805051337153
-2.75,0.870682908305892,0.8624009039702021,0.879037403642873
-2.7,0.8711041582277728,0.8628828581075743,0.8793968475043072
-2.65,0.8715278185507668,0.8633670827080089,0.8797588530129612
-2.6,0.8719539027249953,0.8638535883141447,0.880123436510688
-2.55,0.8723824242368926,0.8643423854940689,0.8804906143852477
-2.5,0.8728133966094946,0.8648334848429092,0.8808604030692744
-2.45,0.8732468334027322,0.865326896984461,0.8812328190392126
-2.4,0.8736827482137198,0.8658226325728405,0.8816078788142357
-2.35,0.8741211546770518,0.8663207022941766,0.8819855989551241
-2.3,0.8745620664650967,0.8668211168683372,0.8823659960631215
-2.25,0.8750054972882986,0.8673238870506903,0.8827490867787539
-2.2,0.8754514608954715,0.8678290236338968,0.8831348877806228
-2.15,0.8758999710741062,0.8683365374497514,0.8835234157841608
-2.1,0.8763510416506685,0.8688464393710523,0.8839146875403514
-2.05,0.8768046864909087,0.8693587403135159,0.8843087198344227
-2.0,0.8772609195001678,0.8698734512377334,0.8847055294844914
-1.95,0.8777197546236833,0.8703905831511622,0.8851051333401827
-1.9,0.8781812058469057,0.8709101471101699,0.8855075482812039
-1.85,0.8786452871958073,0.8714321542221125,0.8859127912158804
-1.8,0.8791120127371957,0.8719566156474682,0.8863208790796536
-1.75,0.8795813965790352,0.8724835426020026,0.8867318288335367
-1.7,0.8800534528707625,0.873012946358998,0.8871456574625275
-1.65,0.8805281958036072,0.8735448382515137,0.8875623819739796
-1.6,0.8810056396109138,0.8740792296747073,0.8879820193959267
-1.55,0.881485798568471,0.874616132088201,0.8884045867753682
-1.5,0.8819686869948282,0.8751555570184938,0.8888301011765024
-1.45,0.8824543192516352,0.8756975160614371,0.8892585796789197
-1.4,0.8829427097439649,0.8762420208847458,0.8896900393757398
-1.35,0.8834338729206488,0.8767890832305755,0.8901244973717142
-1.3,0.8839278232746101,0.8773387149181512,0.8905619707812662
-1.25,0.8844245753432014,0.87789092784644,0.8910024767264927
-1.2,0.8849241437085417,0.87844573399689,0.8914460323351092
-1.15,0.8854265429978596,0.8790031454362188,0.8918926547383507
-1.1,0.8859317878838302,0.8795631743192579,0.8923423610688174
-1.05,0.8864398930849263,0.8801258328918549,0.8927951684582723
-1.0,0.8869508733657608,0.880691133493824,0.8932510940353874
-0.949999999999999,0.8874647435374385,0.8812590885619657,0.8937101549234377
-0.899999999999999,0.8879815184579014,0.881829710633127,0.8941723682379491
-0.849999999999998,0.888501213032287,0.8824030123473334,0.8946377510842857
-0.800000000000001,0.8890238422132825,0.8829790064509595,0.8951063205552017
-0.75,0.8895494210014794,0.8835577057999734,0.895578093728325
-0.699999999999999,0.8900779644457342,0.8841391233632179,0.8960530876636081
-0.649999999999999,0.8906094876435295,0.8847232722257572,0.8965313194007188
-0.599999999999998,0.8911440057413373,0.8853101655922765,0.8970128059563894
-0.550000000000001,0.8916815339349866,0.8858998167905234,0.8974975643217104
-0.5,0.8922220874700264,0.8864922392748182,0.8979856114593939
-0.449999999999999,0.8927656816421008,0.8870874466295946,0.8984769643009748
-0.399999999999999,0.8933123317973186,0.8876854525730006,0.8989716397439802
-0.349999999999998,0.8938620533326282,0.8882862709605459,0.8994696546490565
