xvar,est,lb,hb,group
-17.0,0.9325004940571194,0.8337278986664235,1.0391611758055357,GDP1
-16.95,0.9328435576154187,0.8347560389928533,1.0387009913265397,GDP1
-16.9,0.9331812311239185,0.8357752019190497,1.0382406964049427,GDP1
-16.85,0.9335135404962648,0.8367854034391645,1.037780306229246,GDP1
-16.8,0.9338405117432993,0.8377866599995832,1.0373198359183748,GDP1
-16.75,0.9341621709718153,0.838778988496722,1.0368593005205147,GDP1
-16.7,0.9344785443833232,0.8397624062748733,1.0363987150118816,GDP1
-16.65,0.9347896582728239,0.8407369311240434,1.0359380942954957,GDP1
-16.6,0.9350955390275839,0.841702581277837,1.0354774531999336,GDP1
-16.55,0.9353962131259287,0.8426593754113405,1.0350168064780672,GDP1
-16.5,0.935691707136029,0.8436073326390428,1.034556168805809,GDP1
-16.45,0.9359820477147063,0.8445464725127684,1.0340955547808126,GDP1
-16.4,0.9362672616062425,0.84547681501964,1.0336349789211758,GDP1
-16.35,0.936547375641187,0.8463983805800447,1.033174455664133,GDP1
-16.3,0.9368224167351923,0.8473111900456562,1.0327139993647212,GDP1
-16.25,0.9370924118878305,0.8482152646974367,1.0322536242944664,GDP1
-16.2,0.9373573881814402,0.8491106262436916,1.0317933446400056,GDP1
-16.15,0.9376173727799668,0.8499972968181286,1.0313331745017495,GDP1
-16.1,0.9378723929278142,0.8508752989779466,1.0308731278925156,GDP1
-16.05,0.9381224759487025,0.8517446557019422,1.0304132187360993,GDP1
-16.0,0.9383676492445384,0.8526053903886348,1.0299534608659522,GDP1
-15.95,0.9386079402942835,0.8534575268544146,1.0294938680237349,GDP1
-15.9,0.9388433766528356,0.8543010893317128,1.02903445385791,GDP1
-15.85,0.9390739859499199,0.8551361024671855,1.0285752319223347,GDP1
-15.8,0.9392997958889774,0.8559625913199216,1.0281162156748176,GDP1
-15.75,0.9395208342460735,0.85678058135967,1.027657418475704,GDP1
-15.7,0.9397371288688037,0.8575900984650803,1.0271988535864252,GDP1
-15.65,0.939948707675209,0.8583911689219691,1.0267405341680402,GDP1
-15.6,0.9401555986527009,0.8591838194215939,1.0262824732798035,GDP1
-15.55,0.9403578298569919,0.8599680770589546,1.0258246838776737,GDP1
-15.5,0.9405554294110338,0.8607439693310986,1.0253671788129142,GDP1
-15.45,0.9407484255039604,0.8615115241354572,1.0249099708305587,GDP1
-15.4,0.940936846390043,0.862270769768182,1.0244530725680039,GDP1
