xvar,est,lb,hb,group
0.850000000000001,0.9374809663469863,0.9317370774303951,0.9432494576028223,GDP3
0.900000000000002,0.937958610665109,0.9322775863990728,0.9436636812490437,GDP3
0.949999999999999,0.9384375539601146,0.9328192526509793,0.9440793535168797,GDP3
1.0,0.9389178057799767,0.9333620800958522,0.94449648958312,GDP3
1.05,0.9393993756871251,0.9339060727157641,0.9449151045785944,GDP3
1.1,0.9398822732585111,0.9344512345685451,0.9453352135849058,GDP3
1.15,0.9403665080856718,0.9349975697912879,0.9457568316310732,GDP3
1.2,0.9408520897747931,0.9355450826039498,0.9461799736900918,GDP3
1.25,0.9413390279467811,0.9360937773130332,0.9466046546754046,GDP3
1.3,0.9418273322373235,0.9366436583153662,0.9470308894372876,GDP3
1.35,0.9423170122969563,0.9371947301019733,0.9474586927591399,GDP3
1.4,0.9428080777911357,0.9377469972620336,0.947888079353687,GDP3
1.45,0.9433005384002988,0.9383004644869435,0.9483190638590886,GDP3
1.5,0.9437944038199363,0.9388551365744695,0.9487516608349565,GDP3
1.55,0.9442896837606609,0.9394110184329982,0.9491858847582739,GDP3
1.6,0.9447863879482725,0.9399681150858794,0.9496217500192268,GDP3
1.65,0.9452845261238293,0.9405264316758721,0.9500592709169304,GDP3
1.7,0.9457841080437195,0.9410859734696851,0.950498461655076,GDP3
1.75,0.9462851434797256,0.9416467458626078,0.95093933633747,GDP3
1.8,0.9467876422191009,0.9422087543832458,0.9513819089634876,GDP3
1.85,0.9472916140646376,0.9427720046983421,0.9518261934234331,GDP3
1.9,0.947797068834735,0.9433365026176985,0.9522722034938104,GDP3
1.95,0.9483040163634765,0.9439022540991783,0.9527199528325023,GDP3
2.0,0.9488124665006973,0.9444692652538047,0.9531694549738681,GDP3
2.05,0.9493224291120601,0.9450375423509417,0.9536207233237586,GDP3
2.1,0.9498339140791221,0.9456070918235517,0.9540737711544469,GDP3
2.15,0.9503469312994152,0.9461779202735362,0.9545286115994924,GDP3
2.2,0.9508614906865144,0.9467500344771445,0.9549852576485277,GDP3
2.25,0.9513776021701131,0.9473234413904477,0.9554437221419919,GDP3
2.3,0.9518952756960993,0.9478981481548726,0.9559040177657943,GDP3
2.35,0.9524145212266256,0.9484741621027883,0.9563661570459401,GDP3
2.4,0.9529353487401896,0.9490514907631334,0.9568301523431101,GDP3
2.45,0.9534577682317045,0.9496301418670785,0.9572960158472068,GDP3
2.5,0.9539817897125775,0.9502101233537102,0.9577637595718868,GDP3
2.55,0.9545074232107852,0.9507914433757261,0.9582333953490778,GDP3
2.6,0.9550346787709508,0.9513741103051276,0.958704934823507,GDP3
2.65,0.9555635664544195,0.9519581327388933,0.9591783894472421,GDP3
2.7,0.9560940963393368,0.9525435195046209,0.9596537704742728,GDP3
2.75,0.9566262785207255,0.9531302796661146,0.9601310889551486,GDP3
2.8,0.9571601231105641,0.9537184225289045,0.9606103557316834,GDP3
2.85,0.9576956402378635,0.954307957645665,0.9610915814317644,GDP3
2.9,0.9582328400487486,0.9548988948215197,0.9615747764642779,GDP3
2.95,0.9587717327065345,0.9554912441192004,0.9620599510141798,GDP3
3.0,0.9593123283918081,0.9560850158640282,0.9625471150377518,GDP3
3.05,0.9598546373025043,0.9566802206486926,0.9630362782580578,GDP3
3.1,0.9603986696539906,0.9572768693377788,0.9635274501606509,GDP3
3.15,0.960944435679144,0.9578749730720201,0.9640206399895652,GDP3
3.2,0.9614919456284343,0.9584745432722179,0.9645158567436345,GDP3
3.25,0.9620412097700007,0.9590755916427931,0.9650131091731879,GDP3
3.3,0.9625922383897402,0.9596781301749029,0.9655124057771773,GDP3
3.35,0.9631450417913813,0.9602821711490763,0.9660137548007908,GDP3
3.4,0.9636996298320154,0.960887726776022,0.966517163665366,GDP3
3.45,0.9642560023824258,0.961494801734023,0.9670226273437204,GDP3
3.5,0.9648141496741444,0.9621033932511706,0.9675301289739328,GDP3
3.55,0.965374061533154,0.9627134982069272,0.9680396512339613,GDP3
3.6,0.9659357277708323,0.9633251134329968,0.9685511768229776,GDP3
3.65,0.9664991381838187,0.9639382357115532,0.969064688462827,GDP3
3.7,0.9670642825538817,0.9645528617734866,0.9695801688994864,GDP3
3.75,0.9676311506477937,0.9651689882966588,0.9700976009045075,GDP3
3.8,0.9681997322171992,0.9657866119041737,0.97061696727645,GDP3
3.85,0.9687700169984872,0.9664057291626656,0.9711382508423021,GDP3
3.9,0.9693419947126658,0.9670263365806001,0.9716614344588848,GDP3
3.95,0.9699156550652392,0.9676484306065978,0.972186501014242,GDP3
4.0,0.9704909877460794,0.9682720076277763,0.972713433429011,GDP3
4.05,0.9710679824293084,0.9688970639681154,0.9732422146577736,GDP3
4.1,0.9716466287731709,0.9695235958868414,0.9737728276903896,GDP3
4.15,0.9722269164199184,0.9701515995768427,0.9743052555533058,GDP3
4.2,0.9728088349956886,0.9707810711631032,0.9748394813108415,GDP3
4.25,0.9733923741103859,0.9714120067011691,0.9753754880664534,GDP3
4.3,0.9739775233575636,0.972044402175639,0.9759132589639683,GDP3
4.35,0.9745642723143119,0.9726782534986875,0.9764527771887951,GDP3
4.4,0.97515261054114,0.9733135565086145,0.976994025969109,GDP3
4.45,0.9757425275818602,0.9739503069684328,0.9775369885769974,GDP3
4.5,0.9763340129634811,0.9745885005644801,0.9780816483295911,GDP3
4.55,0.9769270561960927,0.9752281329050707,0.9786279885901494,GDP3
4.6,0.9775216467727539,0.975869199519179,0.9791759927691244,GDP3
4.65,0.97811777416939,0.9765116958551584,0.9797256443251865,GDP3
4.7,0.9787154278446779,0.9771556172794954,0.980276926766219,GDP3
4.75,0.9793145972399422,0.9778009590756034,0.9808298236502777,GDP3
4.8,0.979915271779051,0.9784477164426495,0.981384318586516,GDP3
4.85,0.9805174408683097,0.9790958844944233,0.9819403952360759,GDP3
4.9,0.9811210938963557,0.9797454582582411,0.9824980373129388,GDP3
4.95,0.9817262202340615,0.9803964326738923,0.9830572285847449,GDP3
5.0,0.9823328092344271,0.9810488025926194,0.9836179528735725,GDP3
5.05,0.9829408502324861,0.9817025627761461,0.9841801940566824,GDP3
5.1,0.9835503325452031,0.9823577078957392,0.9847439360672241,GDP3
5.15,0.9841612454713771,0.9830142325313123,0.9853091628948998,GDP3
5.2,0.9847735782915453,0.9836721311705694,0.985875858586598,GDP3
5.25,0.9853873202678886,0.9843313982081932,0.9864440072469859,GDP3
5.3,0.9860024606441354,0.9849920279450673,0.9870135930390601,GDP3
5.35,0.9866189886454714,0.9856540145875459,0.9875846001846648,GDP3
5.4,0.9872368934784449,0.986317352246759,0.9881570129649669,GDP3
5.45,0.9878561643308786,0.9869820349379609,0.988730815720898,GDP3
5.5,0.9884767903717774,0.9876480565799179,0.9893059928535547,GDP3
5.55,0.9890987607512445,0.98831541099434,0.9898825288245626,GDP3
5.6,0.9897220646003886,0.9889840919053439,0.9904604081564011,GDP3
5.65,0.9903466910312426,0.9896540929389672,0.9910396154326954,GDP3
5.7,0.9909726291366757,0.9903254076227131,0.9916201352984663,GDP3
