temperature
5.6697693
6.284424
11.292236
14.510315
4.861603
13.377502
13.127136
0.91378784
23.663635
1.8757324
8.541168
11.517517
18.950836
6.4253845
12.881409
17.201721
10.591248
-0.43017578
0.48321533
16.527496
11.824402
10.067993
16.935486
7.454834
25.464172
13.495758
6.166748
-27.130783
15.895203
8.678528
24.92392
3.2861938
19.381744
14.267761
4.9624634
21.719452
4.7594604
10.22052
14.108154
11.520203
18.627258
15.088074
16.879944
12.252106
6.7099304
23.574402
5.1188354
12.263611
13.421478
25.673279
11.062439
13.17807
8.240295
11.161774
19.006592
24.900574
23.7193
8.854553
-1.0075684
15.454773
4.5060425
12.035339
19.635925
14.582825
4.862976
4.4146423
21.038208
25.081238
6.185974
-1.7658997
0.7032471
6.4016724
12.04657
10.589172
26.816437
12.153412
5.400482
14.648224
7.582733
-6.1253967
7.614044
15.637665
8.050171
24.824768
14.686157
10.521576
7.643036
20.119995
5.1032715
1.8125916
8.83252
-8.9713745
0.7182617
13.625336
11.088196
5.4977417
7.729553
17.122986
15.833893
18.102295
19.861877
20.359344
21.306
0.7866211
3.8983154
23.380432
11.498047
4.2248535
14.793945
8.0000305
13.564911
4.3317566
0.59033203
18.548248
-4.0358276
12.501526
15.853607
14.185425
-3.1500854
-0.799469
18.773438
8.916504
12.711914
17.981415
24.752747
23.940674
18.792877
19.753662
2.4501038
13.330566
15.82428
8.702515
18.942688
10.214172
6.1089478
8.383179
3.1281128
21.136597
-0.42010498
21.907928
5.9237976
27.28003
20.667358
24.0372
23.085205
8.750671
22.71701
13.1362915
20.228577
21.098724
17.200928
14.166168
5.2929688
23.149353
18.499268
24.77893
17.48941
9.402985
2.368042
18.935242
12.80249
16.603333
0.13165283
5.5654297
11.934235
16.459595
10.667725
15.687561
7.4881897
12.467651
18.917908
22.637268
7.9804077
20.209839
22.566528
0.7571411
24.464264
-0.86364746
6.7447205
10.920349
5.7460938
21.025879
24.914612
14.819702
12.567566
19.06189
6.410309
15.767975
10.751495
5.0821533
5.8624573
16.682434
19.027283
7.228119
5.0395203
7.0667725
15.813873
17.990814
15.938477
-2.8139648
4.59964
18.770569
10.37912
18.525757
27.10846
25.371796
10.551086
7.6691284
-0.4699402
5.456299
5.6051025
1.9819946
6.479248
16.546478
4.427185
7.7851562
16.761047
21.005249
18.9729
22.396057
10.31134
24.578064
2.5972595
8.926453
20.018799
20.459198
23.0578
6.8832397
14.145813
18.273285
11.181763
1.2407837
11.093567
-1.3682251
7.6851196
19.009277
16.138184
11.631348
13.2547
7.0667725
24.444641
15.400391
16.231201
6.3814087
4.7569885
2.4753418
22.175385
25.893677
17.666962
21.369629
4.414612
13.975769
21.622192
12.987122
2.7178345
12.984558
9.538269
2.629181
20.985138
-0.08743286
-2.9381714
4.2267456
5.0640564
23.373718
13.913025
0.6995239
6.7633057
16.856812
9.351593
15.003387
25.25122
3.3078918
9.529388
3.3180542
20.73645
12.201111
2.346161
3.3529663
5.393097
-6.574188
1.5433655
26.28067
5.852661
14.670715
14.845459
10.219055
17.332825
5.972168
6.0351257
19.536621
20.949188
17.982025
23.141449
15.442078
21.077179
21.41156
19.125732
12.039398
0.97720337
0.4005432
16.974121
6.5782776
15.751953
7.928833
10.896545
19.59134
3.9239502
12.7153015
12.286224
0.77511597
11.631348
21.986938
11.851685
22.729034
13.450592
5.3377075
23.762024
16.089905
10.686615
9.597595
10.40802
-1.1142578
14.189331
17.013214
2.8383179
15.823181
13.049133
4.116211
2.8494568
6.3744507
13.90921
22.45755
19.0943
15.392395
12.138275
9.121765
-5.251526
10.0466
18.914612
8.240295
12.442657
14.251892
0.3286438
6.0319214
7.5977173
13.577057
0.8531494
23.0578
8.661682
2.8592834
21.714478
12.699524
24.525146
22.385193
13.90921
6.9556274
2.8869934
6.962677
4.1210938
18.77179
0.9022827
21.694946
18.090149
5.008972
23.520966
18.514465
16.671661
28.653442
12.517609
20.448364
13.104004
1.489685
4.984741
25.558685
0.44744873
20.90741
