city,exp,year,country,lbf2023,t2m_mean_corrected,climate_absenteism_mean_lowess_corrected,climate_absenteism_min_lowess_corrected,climate_absenteism_max_lowess_corrected,climate_presenteism_mean_lowess_corrected,climate_presenteism_min_lowess_corrected,climate_presenteism_max_lowess_corrected,labor_loss_mean_lowess_corrected,labor_loss_min_lowess_corrected,labor_loss_max_lowess_corrected
Amsterdam,ssp126,2076,Netherlands,6946230.2724,11.80413460992581,733169.9941850466,366584.9970925233,1099754.991277509,2343211.301415412,1722949.4863350054,2963473.116495636,1083047993.2510698,735626020.2015549,1430469966.3006191
Amsterdam,ssp126,2077,Netherlands,6946230.2724,11.800358150876628,732008.2721835062,366004.1360917531,1098012.4082751984,2339498.437898493,1720219.4396313906,2958777.4361654087,1081331882.8094783,734460406.5794029,1428203359.0395722
Amsterdam,ssp126,2078,Netherlands,6946230.2724,11.797291580867975,731054.8743708673,365527.4371854336,1096582.3115562366,2336451.3784892894,1717978.954771684,2954923.8022067123,1079923511.4959493,733503815.0056276,1426343207.9862928
Amsterdam,ssp126,2079,Netherlands,6946230.2724,11.795150440729556,730358.9040888961,365179.45204444806,1095538.3561332815,2334227.057468111,1716343.424609056,2952110.6903269915,1078895415.3883212,732805513.3119354,1424985317.464733
Amsterdam,ssp126,2080,Netherlands,6946230.2724,11.792707298789493,729580.9658272134,364790.4829136067,1094371.4487407582,2331740.766783773,1714515.269694102,2948966.263873273,1077746235.1438053,732024969.0562476,1423467501.2313907
Amsterdam,ssp126,2081,Netherlands,6946230.2724,11.788622715245744,728360.233723,364180.1168615,1092540.3505844416,2327839.306978715,1711646.5492492008,2944032.0647080424,1075942954.2318084,730800147.6551065,1421085760.8085375
Amsterdam,ssp126,2082,Netherlands,6946230.2724,11.781762617696767,726342.8245171279,363171.412258564,1089514.2367756276,2321391.667156728,1706905.6376153906,2935877.696697888,1072962811.8237456,728775980.3855654,1417149643.2619495
Amsterdam,ssp126,2083,Netherlands,6946230.2724,11.772311977330506,723496.8236562066,361748.4118281033,1085245.235484258,2312295.848405229,1700217.535592251,2924374.1612180774,1068758663.3375164,725920445.7845749,1411596880.890474
Amsterdam,ssp126,2084,Netherlands,6946230.2724,11.761744939670828,720269.0542938969,360134.52714694844,1080403.5814407794,2301979.897523274,1692632.2775907924,2911327.5174555965,1063990561.5899452,722681863.8063658,1405299259.3735492
Amsterdam,ssp126,2085,Netherlands,6946230.2724,11.752608029576717,717462.285611997,358731.1428059985,1076193.4284179294,2293009.4648159225,1686036.371188353,2899982.55844336,1059844367.3750196,719865692.8071946,1399823041.9428794
Amsterdam,ssp126,2086,Netherlands,6946230.2724,11.746244796066762,715519.6388697084,357759.8194348542,1073279.4583044967,2286800.7658275687,1681471.151343966,2892130.380311029,1056974665.0242388,717916538.4459599,1396032791.6025343
Amsterdam,ssp126,2087,Netherlands,6946230.2724,11.742126393610686,714308.0347652151,357154.0173826076,1071462.0521477624,2282928.479109639,1678623.8816984205,2887233.076520693,1055184868.1089453,716700875.6221781,1393668860.5957406
Amsterdam,ssp126,2088,Netherlands,6946230.2724,11.739649015760156,713676.8688120038,356838.4344060019,1070515.3032179512,2280911.272723173,1677140.641708374,2884681.9037377997,1054252501.775828,716067595.343484,1392437408.208187
Amsterdam,ssp126,2089,Netherlands,6946230.2724,11.738199059742165,713399.2077510386,356699.6038755193,1070098.8116264977,2280023.8679723195,1676488.1382150953,2883559.597729374,1053842337.342925,715789004.1533606,1391895670.5325122
Amsterdam,ssp126,2090,Netherlands,6946230.2724,11.735894615248302,712800.8333998815,356400.41669994075,1069201.2500997626,2278111.46354602,1675081.9584898748,2881140.968601988,1052958411.1793112,715188625.3244059,1390728197.034246
Amsterdam,ssp126,2091,Netherlands,6946230.2724,11.731803450328444,711596.0994033946,355798.0497016973,1067394.1491050264,2274261.133693246,1672250.833598129,2876271.433788169,1051178762.8745128,713979855.6226076,1388377670.1263928
Amsterdam,ssp126,2092,Netherlands,6946230.2724,11.727226020553422,710227.3511896178,355113.6755948089,1065341.0267843255,2269886.6144020506,1669034.2752957102,2870738.953508104,1049156830.6924336,712606522.2768183,1385707139.1079788
Amsterdam,ssp126,2093,Netherlands,6946230.2724,11.722696383642994,708874.4694173924,354437.2347086962,1063311.704125912,2265562.8042578343,1665855.0031309486,2865270.605384755,1047158336.6184248,711249108.5231037,1383067564.7139363
Amsterdam,ssp126,2094,Netherlands,6946230.2724,11.71844180307982,707611.6911384517,353805.84556922584,1061417.5367075782,2261526.964878399,1662887.4741754008,2860166.4555812604,1045292944.5651346,709982100.0978633,1380603789.032279
Amsterdam,ssp126,2095,Netherlands,6946230.2724,11.714472846052114,706442.8548614794,353221.4274307397,1059664.2822922885,2257791.3641375448,1660140.7089247631,2855442.019349972,1043566324.826026,708809348.3684748,1378323301.283515
Amsterdam,ssp126,2096,Netherlands,6946230.2724,11.710696165066016,705336.6786578163,352668.3393289081,1058005.017986712,2254256.0249899514,1657541.194845823,2850970.85513482,1041932267.3397752,707699466.6154857,1376165068.0639024
Amsterdam,ssp126,2097,Netherlands,6946230.2724,11.70699806094568,704253.5293550114,352126.7646775057,1056380.294032661,2250794.2798193214,1654995.79398464,2846592.76565294,1040332225.4831886,706612688.9007938,1374051762.0656624
Amsterdam,ssp126,2098,Netherlands,6946230.2724,11.703198903548378,703131.2622730981,351565.63113654905,1054696.8934094815,2247207.514224915,1652358.4663419095,2842056.5621074345,1038674398.3480036,705486662.367031,1371862134.3287203
Moscow,ssp126,2024,Russia,69685223.412,6.276061976467806,466292.95109800826,233146.47554900413,699439.4266467642,1490272.271709059,1095788.4350802104,1884756.108338147,444601180.9479166,301981259.7000883,587221102.1959282
Moscow,ssp126,2025,Russia,69685223.412,6.303379114942585,501517.1417900656,250758.5708950328,752275.7126848166,1602848.7851606773,1178565.283206319,2027132.287115178,478186755.7303701,324793196.81394035,631580314.6467149
Moscow,ssp126,2026,Russia,69685223.412,6.330849222365161,536572.5721285698,268286.2860642849,804858.8581926802,1714885.9405231068,1260945.5445022415,2168826.3365439074,511611420.826593,347495841.1239176,675727000.5293281
Moscow,ssp126,2027,Russia,69685223.412,6.358487965675789,571300.8016668905,285650.40083344525,856951.2025001378,1825877.3621271488,1342556.8839172116,2309197.840337524,544724106.3788495,369986583.2173038,719461629.5404345
Moscow,ssp126,2028,Russia,69685223.412,6.386429100691296,605538.562335252,302769.281167626,908307.8435027124,1935301.245223368,1423015.6214877623,2447586.86895899,577369139.4858482,392159687.2103914,762578591.7614117
Moscow,ssp126,2029,Russia,69685223.412,6.414942586071336,639231.7829971384,319615.8914985692,958847.6744955474,2042984.7784588188,1502194.6900432564,2583774.866874498,609494964.3797859,413980135.4819837,805009793.2775913
Moscow,ssp126,2030,Russia,69685223.412,6.444240947844274,672416.9284380464,336208.4642190232,1008625.3926569124,2149044.503287921,1580179.7818293737,2717909.2247466343,641136349.5180541,435471543.4047926,846801155.6313463
Moscow,ssp126,2031,Russia,69685223.412,6.474342059875495,705389.8799732298,352694.9399866149,1058084.8199596854,2254426.0563943903,1657666.217937071,2851185.8948518545,672575411.9301373,456825530.0288295,888325293.8314724
Moscow,ssp126,2032,Russia,69685223.412,6.504935791374669,738701.4194684274,369350.7097342137,1108052.1292025272,2360889.7366211005,1735948.335750811,2985831.1374915717,704337311.3195386,478398793.4367896,930275829.2023308
Moscow,ssp126,2033,Russia,69685223.412,6.535544938216202,773479.3595128639,386739.679756432,1160219.039269127,2472040.033003024,1817676.494855187,3126403.571151032,737497394.8641777,500921729.1141491,974073060.6142534
Moscow,ssp126,2034,Russia,69685223.412,6.568835984682008,807074.4461352807,403537.2230676403,1210611.6692028122,2579409.929848315,1896624.9484179453,3262194.911278926,769529650.8766681,522678623.6889017,1016380678.0644922
Moscow,ssp126,2035,Russia,69685223.412,6.602377495768137,837683.6567401697,418841.82837008487,1256525.4851100915,2677236.9669415243,1968556.5933393724,3385917.340543857,798714932.6845406,542501801.2752602,1054928064.0938592
Moscow,ssp126,2036,Russia,69685223.412,6.635133765689107,862910.1629415511,431455.08147077553,1294365.244412178,2757860.8807611424,2027838.882912624,3487882.878609843,822767911.4437447,558839024.6936924,1086696798.193823
Moscow,ssp126,2037,Russia,69685223.412,6.666859005798863,881975.4194967857,440987.70974839287,1322963.129245031,2818793.4407116733,2072642.2358174347,3564944.645606089,840946259.5392345,571186091.4411061,1110706427.63739
Moscow,ssp126,2038,Russia,69685223.412,6.697318283489375,895660.0569240034,447830.0284620017,1343490.085385862,2862529.541929067,2104801.133771403,3620257.950086904,853994292.8553312,580048554.4894546,1127940031.221233
Moscow,ssp126,2039,Russia,69685223.412,6.7245278078630095,904742.829094429,452371.4145472145,1357114.243641506,2891558.08178575,2126145.6483719144,3656970.515199772,862654537.930328,585930751.4541231,1139378324.406557
Moscow,ssp126,2040,Russia,69685223.412,6.747368791728396,911224.943269226,455612.47163461294,1366837.414903707,2912274.918688389,2141378.616682684,3683171.22069431,868835106.6272572,590128706.836927,1147541506.4176154
Moscow,ssp126,2041,Russia,69685223.412,6.765345022890411,916438.2695856256,458219.1347928128,1374657.4043783136,2928936.709595625,2153629.9335262296,3704243.48566521,873805910.9928002,593504968.1433624,1154106853.8422637
Moscow,ssp126,2042,Russia,69685223.412,6.77848966318861,921191.1356216618,460595.5678108309,1381786.7034323572,2944126.8694468103,2164799.168710921,3723454.570182867,878337675.5145115,596583025.5520556,1160092325.4769971
Moscow,ssp126,2043,Russia,69685223.412,6.787018326000457,922808.3962510315,461404.19812551583,1384212.5943764048,2949295.6344182426,2168599.7311899182,3729991.537646757,879879701.796536,597630398.0267355,1162129005.566358
Moscow,ssp126,2044,Russia,69685223.412,6.792623292541534,919104.5386957866,459552.2693478933,1378656.8080435423,2937458.1056716936,2159895.665935088,3715020.545408442,876348146.2813904,595231700.8822731,1157464591.6805265
Moscow,ssp126,2045,Russia,69685223.412,6.797943281736866,912212.6749730692,456106.3374865346,1368319.0124594583,2915431.7092138883,2143699.786186709,3687163.632241225,869776889.4291449,590768382.9535606,1148785395.9047613
Moscow,ssp126,2046,Russia,69685223.412,6.804518510738105,905958.9780531498,452979.4890265749,1358938.467079583,2895444.8938578204,2129003.5984248933,3661886.189290912,863814112.103569,586718355.4564435,1140909868.7507148
Moscow,ssp126,2047,Russia,69685223.412,6.812454958188193,901430.911510651,450715.4557553255,1352146.3672658352,2880973.193187993,2118362.642050025,3643583.744326137,859496689.4887364,583785882.9940343,1135207495.983465
Moscow,ssp126,2048,Russia,69685223.412,6.820771530615574,899193.3178888683,449596.6589444341,1348789.976833162,2873821.843972783,2113104.2970388373,3634539.390906899,857363187.868386,582336769.6437016,1132389606.0930972
Moscow,ssp126,2049,Russia,69685223.412,6.83064070685046,901002.1030323022,450501.0515161511,1351503.154548314,2879602.721291188,2117354.9421259104,3641850.500456646,859087829.0171684,583508177.478312,1134667480.5560508
Moscow,ssp126,2050,Russia,69685223.412,6.844233216639587,907500.3733749484,453750.1866874743,1361250.5600622771,2900371.193306284,2132625.877431108,3668116.509181621,865283802.3031822,587716595.939972,1142851008.6664095
Moscow,ssp126,2051,Russia,69685223.412,6.862736318680802,919070.9486743982,459535.4743371991,1378606.4230114408,2937350.7519633244,2159816.7293848265,3714884.774541967,876316118.8549693,595209947.268048,1157422290.4419174
Moscow,ssp126,2052,Russia,69685223.412,6.884326058320549,934623.1592871216,467311.5796435608,1401934.738930523,2987055.617081587,2196364.4243247057,3777746.809838657,891144846.564642,605281890.5408185,1177007802.5884874
Moscow,ssp126,2053,Russia,69685223.412,6.906879528235746,953098.8202993132,476549.41014965664,1429648.230448825,3046103.829676554,2239782.2277033557,3852425.4316499447,908761026.8767585,617247122.6403444,1200274931.113226
Moscow,ssp126,2054,Russia,69685223.412,6.927719970349726,973765.3009026682,486882.6504513341,1460647.951353841,3112153.9016848407,2288348.457121239,3935959.346248575,928466110.6886716,630631176.2304132,1226301045.146979
Moscow,ssp126,2055,Russia,69685223.412,6.946987191623644,996322.4776924414,498161.2388462207,1494483.7165385024,3184246.638704956,2341357.8225771785,4027135.454832836,949973936.221892,645239684.9934368,1254708187.45039
Moscow,ssp126,2056,Russia,69685223.412,6.965364338012617,1020212.0143520744,510106.0071760372,1530318.0215279527,3260597.597869053,2397498.2337273154,4123696.962011068,972752140.7522348,660711058.4232365,1284793223.0812497
Moscow,ssp126,2057,Russia,69685223.412,6.981756722196892,1043949.6243433582,521974.8121716791,1565924.4365149294,3336462.99940134,2453281.6172069474,4219644.381595963,995385486.1849084,676084040.9025508,1314686931.4673212
Moscow,ssp126,2058,Russia,69685223.412,6.995892455849102,1067350.5080657315,533675.2540328659,1601025.762098472,3411252.223778053,2508273.6939544547,4314230.753601811,1017697769.7261816,691238952.268753,1344156587.1836324
Moscow,ssp126,2059,Russia,69685223.412,7.006705031435188,1089804.9704669474,544902.4852334737,1634707.4557003025,3483016.685612411,2561041.680597413,4404991.69062754,1039107659.1050266,705780941.0032051,1372434377.2068803
Moscow,ssp126,2060,Russia,69685223.412,7.014438478394156,1111080.8826789025,555540.4413394512,1666621.324018211,3551014.501041642,2611040.07429547,4490988.927788121,1059393823.9996485,719559675.5002424,1399227972.4990366
Moscow,ssp126,2061,Russia,69685223.412,7.021305906376058,1128798.79996906,564399.39998453,1693198.1999535058,3607640.96470111,2652677.179927388,4562604.749475242,1076287510.538539,731034176.6050894,1421540844.472039
Moscow,ssp126,2062,Russia,69685223.412,7.029854524317631,1142441.2098941284,571220.6049470642,1713661.814841106,3651242.106821678,2684736.843251262,4617747.37039229,1089295280.7597845,739869292.2224731,1438721269.2971575
Moscow,ssp126,2063,Russia,69685223.412,7.040228633242731,1153383.369850898,576691.684925449,1730075.0547762262,3686213.250043472,2710450.919149652,4661975.5809375,1099728415.6108162,746955668.3724741,1452501162.8491747
Moscow,ssp126,2064,Russia,69685223.412,7.051191671947384,1161154.925642856,580577.462821428,1741732.388464172,3711051.142354573,2728714.075260799,4693388.209448573,1107138441.5929246,751988693.6463171,1462288189.5395646
Moscow,ssp126,2065,Russia,69685223.412,7.062338634266511,1163923.116028297,581961.5580141485,1745884.6740423418,3719898.2788264486,2735219.3226665766,4704577.234986561,1109777856.8179667,753781432.7767617,1465774280.8591888
Moscow,ssp126,2066,Russia,69685223.412,7.073593603889157,1164238.7019551168,582119.3509775584,1746358.052932588,3720906.8914485816,2735960.9495946253,4705852.8333028015,1110078761.807903,753985812.9534358,1466171710.6623914
Moscow,ssp126,2067,Russia,69685223.412,7.087071894627077,1166571.245705677,583285.6228528385,1749856.8685584257,3728361.701275364,2741442.427408438,4715280.975142543,1112302796.513271,755496418.0321499,1469109174.994411
Moscow,ssp126,2068,Russia,69685223.412,7.102899588039131,1172105.880314894,586052.940157447,1758158.820472243,3746050.393486404,2754448.818740076,4737651.968233028,1117579962.032459,759080765.4415158,1476079158.6234312
Moscow,ssp126,2069,Russia,69685223.412,7.11953831567812,1180734.5014160627,590367.2507080314,1771101.7521239845,3773627.466525774,2774726.0783278123,4772528.854723909,1125807182.9726384,764668844.4881046,1486945521.4571805
Moscow,ssp126,2070,Russia,69685223.412,7.1354146420488656,1189361.974017844,594680.987008922,1784042.9610266627,3801200.8689610274,2795000.6389420037,4807401.098980323,1134033308.84119,770256179.7420042,1497810437.9403849
