city,exp,year,country,adult_population,t2m_mean_corrected,osa_person_days_corrected,yld_diff_mean_corrected,yld_diff_max_corrected,yld_diff_min_corrected,yll_diff_corrected,yll_diff_min_corrected,yll_diff_max_corrected,money_cost_corrected,money_cost_min_corrected,money_cost_max_corrected,population_adult
Amsterdam,ssp370,2081,Netherlands,14937885.0,12.815228975860265,198665329.72036263,43543.08596611026,55248.437873388284,31837.73405883223,646.743268526651,414.93126335823786,878.5552736950642,5526975018.595897,2763487509.2979484,8290462527.893845,14937885.0
Amsterdam,ssp370,2082,Netherlands,14915536.499999998,12.977872566166226,213025043.42022252,46690.42047566859,59576.02282403099,33804.81812730619,693.490469895037,438.30486404243084,948.6760757476432,5926469882.672192,2963234941.336096,8889704824.008287,14915536.499999998
Amsterdam,ssp370,2083,Netherlands,14891731.500000002,12.999553792181576,213356010.91266188,46762.961295929264,59675.76645188942,33850.15613996911,694.567915054379,438.84358662210184,950.2922434866564,5935677574.146363,2967838787.0731816,8903516361.219545,14891731.500000002
Amsterdam,ssp370,2084,Netherlands,14866724.999999998,12.900212496007015,206554716.36133945,45272.26659974901,57626.06124464157,32918.47195485645,672.4267016150416,427.7729799024331,917.0804233276501,5746461946.375879,2873230973.1879396,8619692919.56382,14866724.999999998
Amsterdam,ssp370,2085,Netherlands,14841117.5,12.970846506252734,208886404.01206037,45783.32142730428,58328.76163253007,33237.8812220785,680.0173732965734,431.56831574319904,928.4664308499478,5811330735.584555,2905665367.7922773,8716996103.376831,14841117.5
Amsterdam,ssp370,2086,Netherlands,14813902.000000002,13.205045563801495,224664998.6065404,49241.64353020401,63083.9545240172,35399.33253639083,731.3836577668186,457.25145797832164,1005.515857555316,6250299619.964072,3125149809.982036,9375449429.946108,14813902.000000002
Amsterdam,ssp370,2087,Netherlands,14786212.0,13.13715024321957,220725009.26169822,48378.08422174545,61896.560474886675,34859.60796860422,718.5572547380153,450.83825646392,986.2762530121108,6140687023.175659,3070343511.5878296,9211030534.763489,14786212.0
Amsterdam,ssp370,2088,Netherlands,14757677.499999998,13.171793423884635,224455404.648639,49195.7051284722,63020.789221635954,35370.621035308446,730.7013369935493,456.91029759168697,1004.4923763954118,6244468604.703382,3122234302.351691,9366702907.055073,14757677.499999998
Amsterdam,ssp370,2089,Netherlands,14726997.0,13.230252946569914,227590371.562268,49882.82116433609,63965.5737709488,35800.06855772338,740.907036957893,462.0131475738588,1019.8009263419269,6331685049.767752,3165842524.883876,9497527574.651627,14726997.0
Amsterdam,ssp370,2090,Netherlands,14694743.499999998,13.233609950839954,226088715.8043594,49553.69113520544,63513.01998089416,35594.36228951672,736.0184851686164,459.56887167922054,1012.4680986580122,6289908188.79169,3144954094.395845,9434862283.187534,14694743.499999998
Amsterdam,ssp370,2091,Netherlands,14662197.499999998,13.162212665768976,222112797.66276786,48682.257021979894,62314.79807520904,35049.71596875075,723.0751180601891,453.0971881250069,993.0530479953716,6179296033.789666,3089648016.894833,9268944050.6845,14662197.499999998
Amsterdam,ssp370,2092,Netherlands,14630237.5,13.207563198726296,225307403.1311823,49382.44452190635,63277.55588760791,35487.33315620479,733.4749678236267,458.2971130067257,1008.6528226405278,6268171655.132595,3134085827.5662975,9402257482.698893,14630237.5
Amsterdam,ssp370,2093,Netherlands,14597519.500000002,13.429662008174143,240489559.7964718,52710.04050333966,67853.00036207872,37567.08064460061,782.8995837785809,483.0094209842028,1082.789746572959,6690547319.449917,3345273659.7249584,10035820979.174875,14597519.500000002
Amsterdam,ssp370,2094,Netherlands,14564513.5,13.17466682737632,220486425.86422837,48325.79197024521,61824.65862907385,34826.92531141658,717.7805605533127,450.4499093715687,985.1112117350565,6134049506.304832,3067024753.152416,9201074259.457249,14564513.5
Amsterdam,ssp370,2095,Netherlands,14531867.499999998,13.3964187204367,236059238.46318513,51739.01117001656,66517.83502875944,36960.187311273665,768.4769338690753,475.79809602945,1061.1557717087007,6567293426.242217,3283646713.1211085,9850940139.363325,14531867.499999998
Amsterdam,ssp370,2096,Netherlands,14500053.499999998,13.333008664284447,234046661.61854807,51297.89843694542,65911.30502078663,36684.491853104206,761.9251086034702,472.52218339664745,1051.3280338102932,6511302469.194151,3255651234.5970755,9766953703.791225,14500053.499999998
Amsterdam,ssp370,2097,Netherlands,14469322.0,13.424882838164265,237349350.1844048,52021.77538288662,66906.63582145578,37136.914944317454,772.6768165185575,477.8980373541911,1067.4555956829238,6603185019.7296915,3301592509.8648458,9904777529.594538,14469322.0
